monkey;task;session;trials;stimulus;selection
h;Artificial Discrimination;51,0;14,0;ctr;ctr
h;Artificial Discrimination;51,0;15,0;str;str
h;Artificial Discrimination;51,0;16,0;ctr;ctr
h;Artificial Discrimination;51,0;17,0;str;str
h;Artificial Discrimination;51,0;18,0;ctr;str
h;Artificial Discrimination;51,0;19,0;str;ctr
h;Artificial Discrimination;51,0;20,0;ctr;ctr
h;Artificial Discrimination;51,0;21,0;str;ctr
h;Artificial Discrimination;51,0;22,0;str;ctr
h;Artificial Discrimination;51,0;23,0;ctr;str
h;Artificial Discrimination;51,0;24,0;str;ctr
h;Artificial Discrimination;51,0;25,0;ctr;ctr
h;Artificial Discrimination;51,0;26,0;ctr;ctr
h;Artificial Discrimination;51,0;27,0;str;str
h;Artificial Discrimination;51,0;28,0;str;ctr
h;Artificial Discrimination;51,0;29,0;str;ctr
h;Artificial Discrimination;51,0;30,0;ctr;ctr
h;Artificial Discrimination;51,0;31,0;str;ctr
h;Artificial Discrimination;51,0;32,0;str;str
h;Artificial Discrimination;51,0;33,0;str;ctr
h;Artificial Discrimination;51,0;34,0;str;ctr
h;Artificial Discrimination;51,0;35,0;str;str
h;Artificial Discrimination;51,0;36,0;str;str
h;Artificial Discrimination;51,0;37,0;str;str
h;Artificial Discrimination;51,0;38,0;str;str
h;Artificial Discrimination;51,0;39,0;ctr;ctr
h;Artificial Discrimination;51,0;40,0;str;ctr
h;Artificial Discrimination;51,0;41,0;str;ctr
h;Artificial Discrimination;51,0;42,0;ctr;str
h;Artificial Discrimination;51,0;43,0;ctr;ctr
h;Artificial Discrimination;51,0;44,0;str;str
h;Artificial Discrimination;51,0;45,0;ctr;str
h;Artificial Discrimination;51,0;46,0;ctr;ctr
h;Artificial Discrimination;51,0;47,0;ctr;str
h;Artificial Discrimination;51,0;98,0;str;ctr
h;Artificial Discrimination;51,0;124,0;ctr;ctr
h;Artificial Discrimination;51,0;125,0;str;ctr
h;Artificial Discrimination;51,0;126,0;ctr;str
h;Artificial Discrimination;51,0;127,0;str;ctr
h;Artificial Discrimination;51,0;128,0;ctr;str
h;Artificial Discrimination;51,0;129,0;str;str
h;Artificial Discrimination;51,0;130,0;str;ctr
h;Artificial Discrimination;51,0;131,0;str;ctr
h;Artificial Discrimination;51,0;132,0;str;str
h;Artificial Discrimination;51,0;133,0;ctr;ctr
h;Artificial Discrimination;51,0;134,0;ctr;ctr
h;Artificial Discrimination;51,0;135,0;ctr;str
h;Artificial Discrimination;51,0;136,0;str;ctr
h;Artificial Discrimination;51,0;137,0;str;str
h;Artificial Discrimination;51,0;138,0;ctr;ctr
h;Artificial Discrimination;51,0;139,0;str;str
h;Artificial Discrimination;51,0;140,0;ctr;str
h;Artificial Discrimination;51,0;141,0;str;str
h;Artificial Discrimination;51,0;142,0;str;ctr
h;Artificial Discrimination;51,0;143,0;ctr;str
h;Artificial Discrimination;51,0;144,0;str;str
h;Artificial Discrimination;51,0;145,0;ctr;ctr
h;Artificial Discrimination;51,0;146,0;str;ctr
h;Artificial Discrimination;51,0;147,0;ctr;ctr
h;Artificial Discrimination;51,0;148,0;str;str
h;Artificial Discrimination;51,0;149,0;str;str
h;Artificial Discrimination;51,0;193,0;ctr;str
h;Artificial Discrimination;51,0;194,0;str;ctr
h;Artificial Discrimination;51,0;195,0;str;str
h;Artificial Discrimination;51,0;196,0;str;str
h;Artificial Discrimination;51,0;197,0;str;str
h;Artificial Discrimination;51,0;198,0;str;str
h;Artificial Discrimination;51,0;199,0;ctr;str
h;Artificial Discrimination;51,0;200,0;ctr;str
h;Artificial Discrimination;51,0;201,0;ctr;ctr
h;Artificial Discrimination;51,0;202,0;ctr;ctr
h;Artificial Discrimination;51,0;203,0;str;ctr
h;Artificial Discrimination;51,0;204,0;str;ctr
h;Artificial Discrimination;51,0;205,0;ctr;str
h;Artificial Discrimination;51,0;206,0;ctr;ctr
h;Artificial Discrimination;51,0;207,0;ctr;str
h;Artificial Discrimination;51,0;208,0;str;ctr
h;Artificial Discrimination;51,0;209,0;ctr;str
h;Artificial Discrimination;51,0;210,0;ctr;str
h;Artificial Discrimination;51,0;228,0;ctr;str
h;Artificial Discrimination;51,0;229,0;str;ctr
h;Artificial Discrimination;51,0;230,0;ctr;ctr
h;Artificial Discrimination;51,0;231,0;ctr;ctr
h;Artificial Discrimination;51,0;232,0;str;str
h;Artificial Discrimination;51,0;233,0;str;str
h;Artificial Discrimination;51,0;234,0;ctr;str
h;Artificial Discrimination;51,0;235,0;ctr;ctr
h;Artificial Discrimination;51,0;236,0;str;ctr
h;Artificial Discrimination;51,0;237,0;ctr;str
h;Artificial Discrimination;51,0;238,0;ctr;str
h;Artificial Discrimination;51,0;239,0;ctr;str
h;Artificial Discrimination;51,0;240,0;str;ctr
h;Artificial Discrimination;51,0;241,0;ctr;str
h;Artificial Discrimination;51,0;242,0;str;ctr
h;Artificial Discrimination;51,0;243,0;ctr;str
h;Artificial Discrimination;51,0;244,0;ctr;ctr
h;Artificial Discrimination;51,0;289,0;str;ctr
h;Artificial Discrimination;51,0;290,0;ctr;str
h;Artificial Discrimination;51,0;291,0;str;str
h;Artificial Discrimination;51,0;292,0;str;ctr
h;Artificial Discrimination;51,0;293,0;str;ctr
h;Artificial Discrimination;51,0;294,0;ctr;str
h;Artificial Discrimination;51,0;295,0;ctr;ctr
h;Artificial Discrimination;51,0;296,0;str;str
h;Artificial Discrimination;51,0;297,0;str;str
h;Artificial Discrimination;51,0;298,0;str;str
h;Artificial Discrimination;51,0;299,0;str;ctr
h;Artificial Discrimination;51,0;300,0;ctr;ctr
h;Artificial Discrimination;51,0;301,0;str;ctr
h;Artificial Discrimination;51,0;302,0;str;ctr
h;Artificial Discrimination;51,0;303,0;ctr;str
h;Artificial Discrimination;51,0;304,0;ctr;str
h;Artificial Discrimination;51,0;305,0;ctr;ctr
h;Artificial Discrimination;51,0;306,0;ctr;ctr
h;Artificial Discrimination;51,0;307,0;str;str
h;Artificial Discrimination;51,0;308,0;ctr;str
h;Artificial Discrimination;51,0;309,0;str;str
h;Artificial Discrimination;51,0;310,0;str;str
h;Artificial Discrimination;51,0;311,0;ctr;str
h;Artificial Discrimination;51,0;312,0;str;ctr
h;Artificial Discrimination;51,0;313,0;str;ctr
h;Artificial Discrimination;51,0;314,0;str;str
h;Artificial Discrimination;51,0;315,0;ctr;str
h;Artificial Discrimination;52,0;4,0;ctr;ctr
h;Artificial Discrimination;52,0;6,0;ctr;str
h;Artificial Discrimination;52,0;7,0;ctr;str
h;Artificial Discrimination;52,0;8,0;str;ctr
h;Artificial Discrimination;52,0;9,0;str;str
h;Artificial Discrimination;52,0;10,0;str;str
h;Artificial Discrimination;52,0;11,0;str;str
h;Artificial Discrimination;52,0;12,0;str;str
h;Artificial Discrimination;52,0;13,0;ctr;ctr
h;Artificial Discrimination;52,0;14,0;str;str
h;Artificial Discrimination;52,0;15,0;ctr;str
h;Artificial Discrimination;52,0;16,0;ctr;ctr
h;Artificial Discrimination;52,0;17,0;ctr;ctr
h;Artificial Discrimination;52,0;18,0;str;str
h;Artificial Discrimination;52,0;19,0;str;str
h;Artificial Discrimination;52,0;20,0;str;str
h;Artificial Discrimination;52,0;21,0;ctr;ctr
h;Artificial Discrimination;52,0;22,0;ctr;ctr
h;Artificial Discrimination;52,0;23,0;ctr;str
h;Artificial Discrimination;52,0;24,0;ctr;ctr
h;Artificial Discrimination;52,0;25,0;str;ctr
h;Artificial Discrimination;52,0;26,0;ctr;str
h;Artificial Discrimination;52,0;27,0;ctr;ctr
h;Artificial Discrimination;52,0;28,0;str;ctr
h;Artificial Discrimination;52,0;29,0;ctr;str
h;Artificial Discrimination;52,0;30,0;str;ctr
h;Artificial Discrimination;52,0;31,0;ctr;str
h;Artificial Discrimination;52,0;32,0;str;str
h;Artificial Discrimination;52,0;33,0;ctr;ctr
h;Artificial Discrimination;52,0;34,0;ctr;ctr
h;Artificial Discrimination;52,0;35,0;str;ctr
h;Artificial Discrimination;52,0;36,0;str;ctr
h;Artificial Discrimination;52,0;37,0;str;str
h;Artificial Discrimination;52,0;38,0;ctr;ctr
h;Artificial Discrimination;52,0;39,0;str;str
h;Artificial Discrimination;52,0;40,0;ctr;ctr
h;Artificial Discrimination;52,0;41,0;ctr;str
h;Artificial Discrimination;52,0;42,0;ctr;ctr
h;Artificial Discrimination;52,0;43,0;str;ctr
h;Artificial Discrimination;52,0;44,0;str;ctr
h;Artificial Discrimination;52,0;45,0;ctr;str
h;Artificial Discrimination;52,0;46,0;str;str
h;Artificial Discrimination;52,0;47,0;ctr;str
h;Artificial Discrimination;52,0;48,0;ctr;ctr
h;Artificial Discrimination;52,0;49,0;ctr;ctr
h;Artificial Discrimination;52,0;50,0;str;ctr
h;Artificial Discrimination;52,0;51,0;str;str
h;Artificial Discrimination;52,0;52,0;str;ctr
h;Artificial Discrimination;52,0;53,0;ctr;ctr
h;Artificial Discrimination;52,0;54,0;str;ctr
h;Artificial Discrimination;52,0;55,0;str;str
h;Artificial Discrimination;52,0;56,0;ctr;str
h;Artificial Discrimination;52,0;57,0;str;str
h;Artificial Discrimination;52,0;58,0;str;str
h;Artificial Discrimination;52,0;59,0;ctr;ctr
h;Artificial Discrimination;52,0;60,0;ctr;ctr
h;Artificial Discrimination;52,0;61,0;str;str
h;Artificial Discrimination;52,0;62,0;str;str
h;Artificial Discrimination;52,0;63,0;str;str
h;Artificial Discrimination;52,0;64,0;ctr;str
h;Artificial Discrimination;52,0;65,0;ctr;ctr
h;Artificial Discrimination;52,0;66,0;ctr;str
h;Artificial Discrimination;52,0;67,0;ctr;str
h;Artificial Discrimination;52,0;68,0;str;str
h;Artificial Discrimination;52,0;69,0;str;ctr
h;Artificial Discrimination;52,0;70,0;str;str
h;Artificial Discrimination;52,0;71,0;str;ctr
h;Artificial Discrimination;52,0;72,0;str;str
h;Artificial Discrimination;52,0;73,0;ctr;str
h;Artificial Discrimination;52,0;74,0;str;str
h;Artificial Discrimination;52,0;75,0;ctr;str
h;Artificial Discrimination;52,0;76,0;ctr;str
h;Artificial Discrimination;52,0;77,0;ctr;str
h;Artificial Discrimination;52,0;78,0;str;ctr
h;Artificial Discrimination;52,0;79,0;ctr;ctr
h;Artificial Discrimination;52,0;80,0;ctr;ctr
h;Artificial Discrimination;52,0;81,0;str;str
h;Artificial Discrimination;52,0;82,0;ctr;str
h;Artificial Discrimination;52,0;83,0;ctr;ctr
h;Artificial Discrimination;52,0;84,0;str;ctr
h;Artificial Discrimination;52,0;85,0;str;str
h;Artificial Discrimination;52,0;86,0;ctr;str
h;Artificial Discrimination;52,0;87,0;ctr;ctr
h;Artificial Discrimination;52,0;88,0;str;str
h;Artificial Discrimination;52,0;89,0;str;ctr
h;Artificial Discrimination;52,0;90,0;ctr;str
h;Artificial Discrimination;52,0;91,0;ctr;ctr
h;Artificial Discrimination;52,0;92,0;ctr;ctr
h;Artificial Discrimination;52,0;93,0;ctr;ctr
h;Artificial Discrimination;52,0;94,0;str;ctr
h;Artificial Discrimination;52,0;95,0;ctr;str
h;Artificial Discrimination;52,0;96,0;str;ctr
h;Artificial Discrimination;52,0;97,0;ctr;str
h;Artificial Discrimination;52,0;98,0;str;ctr
h;Artificial Discrimination;52,0;99,0;ctr;str
h;Artificial Discrimination;52,0;100,0;str;str
h;Artificial Discrimination;52,0;101,0;ctr;str
h;Artificial Discrimination;52,0;102,0;str;ctr
h;Artificial Discrimination;52,0;103,0;ctr;str
h;Artificial Discrimination;52,0;104,0;str;str
h;Artificial Discrimination;52,0;122,0;str;str
h;Artificial Discrimination;52,0;123,0;str;str
h;Artificial Discrimination;52,0;124,0;str;str
h;Artificial Discrimination;52,0;125,0;str;str
h;Artificial Discrimination;52,0;126,0;ctr;ctr
h;Artificial Discrimination;52,0;127,0;ctr;ctr
h;Artificial Discrimination;52,0;128,0;ctr;str
h;Artificial Discrimination;52,0;129,0;ctr;str
h;Artificial Discrimination;52,0;130,0;ctr;ctr
h;Artificial Discrimination;52,0;131,0;ctr;ctr
h;Artificial Discrimination;52,0;132,0;str;str
h;Artificial Discrimination;52,0;133,0;str;str
h;Artificial Discrimination;52,0;134,0;str;ctr
h;Artificial Discrimination;52,0;135,0;ctr;ctr
h;Artificial Discrimination;52,0;136,0;ctr;ctr
h;Artificial Discrimination;52,0;137,0;str;ctr
h;Artificial Discrimination;52,0;138,0;str;ctr
h;Artificial Discrimination;52,0;139,0;str;ctr
h;Artificial Discrimination;52,0;140,0;str;str
h;Artificial Discrimination;52,0;141,0;ctr;str
h;Artificial Discrimination;52,0;142,0;ctr;ctr
h;Artificial Discrimination;52,0;143,0;str;ctr
h;Artificial Discrimination;52,0;144,0;ctr;ctr
h;Artificial Discrimination;52,0;145,0;str;str
h;Artificial Discrimination;52,0;146,0;ctr;str
h;Artificial Discrimination;52,0;147,0;ctr;str
h;Artificial Discrimination;52,0;148,0;ctr;ctr
h;Artificial Discrimination;52,0;149,0;str;str
h;Artificial Discrimination;52,0;150,0;ctr;ctr
h;Artificial Discrimination;52,0;151,0;ctr;ctr
h;Artificial Discrimination;52,0;152,0;str;ctr
h;Artificial Discrimination;52,0;153,0;str;ctr
h;Artificial Discrimination;52,0;154,0;str;str
h;Artificial Discrimination;52,0;155,0;ctr;ctr
h;Artificial Discrimination;52,0;156,0;str;ctr
h;Artificial Discrimination;52,0;157,0;str;ctr
h;Artificial Discrimination;52,0;158,0;str;ctr
h;Artificial Discrimination;52,0;159,0;ctr;str
h;Artificial Discrimination;52,0;160,0;str;str
h;Artificial Discrimination;52,0;161,0;ctr;ctr
h;Artificial Discrimination;52,0;162,0;str;ctr
h;Artificial Discrimination;52,0;163,0;ctr;ctr
h;Artificial Discrimination;52,0;164,0;ctr;str
h;Artificial Discrimination;52,0;165,0;str;ctr
h;Artificial Discrimination;52,0;166,0;str;ctr
h;Artificial Discrimination;52,0;167,0;str;str
h;Artificial Discrimination;52,0;168,0;str;str
h;Artificial Discrimination;52,0;169,0;str;ctr
h;Artificial Discrimination;52,0;170,0;ctr;str
h;Artificial Discrimination;52,0;171,0;str;ctr
h;Artificial Discrimination;52,0;172,0;ctr;str
h;Artificial Discrimination;52,0;173,0;str;str
h;Artificial Discrimination;52,0;174,0;str;ctr
h;Artificial Discrimination;52,0;175,0;str;str
h;Artificial Discrimination;52,0;176,0;ctr;ctr
h;Artificial Discrimination;52,0;177,0;str;ctr
h;Artificial Discrimination;52,0;178,0;ctr;str
h;Artificial Discrimination;52,0;179,0;str;ctr
h;Artificial Discrimination;52,0;180,0;str;ctr
h;Artificial Discrimination;52,0;181,0;ctr;ctr
h;Artificial Discrimination;52,0;182,0;str;ctr
h;Artificial Discrimination;52,0;183,0;str;ctr
h;Artificial Discrimination;52,0;184,0;str;ctr
h;Artificial Discrimination;52,0;185,0;str;ctr
h;Artificial Discrimination;52,0;186,0;str;ctr
h;Artificial Discrimination;52,0;187,0;str;str
h;Artificial Discrimination;52,0;199,0;str;str
h;Artificial Discrimination;52,0;200,0;str;ctr
h;Artificial Discrimination;52,0;201,0;ctr;ctr
h;Artificial Discrimination;52,0;202,0;ctr;str
h;Artificial Discrimination;52,0;203,0;str;str
h;Artificial Discrimination;52,0;204,0;ctr;ctr
h;Artificial Discrimination;52,0;205,0;str;str
h;Artificial Discrimination;52,0;206,0;ctr;str
h;Artificial Discrimination;52,0;207,0;ctr;str
h;Artificial Discrimination;52,0;208,0;str;str
h;Artificial Discrimination;52,0;209,0;str;str
h;Artificial Discrimination;52,0;210,0;ctr;str
h;Artificial Discrimination;52,0;211,0;ctr;str
h;Artificial Discrimination;52,0;212,0;str;str
h;Artificial Discrimination;52,0;213,0;ctr;str
h;Artificial Discrimination;52,0;214,0;ctr;ctr
h;Artificial Discrimination;52,0;215,0;ctr;ctr
h;Artificial Discrimination;52,0;216,0;ctr;str
h;Artificial Discrimination;52,0;217,0;ctr;str
h;Artificial Discrimination;52,0;218,0;ctr;ctr
h;Artificial Discrimination;52,0;219,0;ctr;str
h;Artificial Discrimination;52,0;220,0;ctr;ctr
h;Artificial Discrimination;52,0;221,0;ctr;str
h;Artificial Discrimination;52,0;222,0;ctr;str
h;Artificial Discrimination;52,0;223,0;ctr;ctr
h;Artificial Discrimination;52,0;224,0;ctr;ctr
h;Artificial Discrimination;52,0;225,0;ctr;str
h;Artificial Discrimination;52,0;226,0;ctr;str
h;Artificial Discrimination;52,0;227,0;str;ctr
h;Artificial Discrimination;52,0;228,0;ctr;str
h;Artificial Discrimination;52,0;229,0;ctr;ctr
h;Artificial Discrimination;52,0;230,0;ctr;str
h;Artificial Discrimination;52,0;231,0;str;ctr
h;Artificial Discrimination;52,0;232,0;str;ctr
h;Artificial Discrimination;52,0;233,0;str;str
h;Artificial Discrimination;52,0;234,0;ctr;ctr
h;Artificial Discrimination;52,0;235,0;str;ctr
h;Artificial Discrimination;52,0;236,0;str;str
h;Artificial Discrimination;52,0;237,0;str;str
h;Artificial Discrimination;52,0;238,0;str;str
h;Artificial Discrimination;52,0;239,0;ctr;str
h;Artificial Discrimination;52,0;240,0;str;str
h;Artificial Discrimination;52,0;241,0;ctr;str
h;Artificial Discrimination;52,0;242,0;str;str
h;Artificial Discrimination;52,0;243,0;ctr;str
h;Artificial Discrimination;52,0;244,0;ctr;ctr
h;Artificial Discrimination;52,0;245,0;ctr;ctr
h;Artificial Discrimination;52,0;246,0;str;str
h;Artificial Discrimination;52,0;247,0;ctr;str
h;Artificial Discrimination;52,0;248,0;ctr;ctr
h;Artificial Discrimination;52,0;249,0;str;str
h;Artificial Discrimination;52,0;250,0;str;ctr
h;Artificial Discrimination;52,0;251,0;str;str
h;Artificial Discrimination;52,0;252,0;ctr;str
h;Artificial Discrimination;52,0;253,0;ctr;ctr
h;Artificial Discrimination;52,0;254,0;ctr;str
h;Artificial Discrimination;52,0;255,0;ctr;ctr
h;Artificial Discrimination;52,0;256,0;str;ctr
h;Artificial Discrimination;52,0;257,0;ctr;ctr
h;Artificial Discrimination;52,0;258,0;ctr;ctr
h;Artificial Discrimination;52,0;259,0;str;ctr
h;Artificial Discrimination;52,0;260,0;str;str
h;Artificial Discrimination;52,0;261,0;ctr;str
h;Artificial Discrimination;52,0;262,0;ctr;ctr
h;Artificial Discrimination;52,0;263,0;ctr;ctr
h;Artificial Discrimination;52,0;264,0;str;str
h;Artificial Discrimination;52,0;265,0;str;ctr
h;Artificial Discrimination;52,0;266,0;str;str
h;Artificial Discrimination;52,0;267,0;str;ctr
h;Artificial Discrimination;52,0;268,0;str;str
h;Artificial Discrimination;52,0;269,0;str;str
h;Artificial Discrimination;52,0;270,0;ctr;str
h;Artificial Discrimination;52,0;271,0;ctr;str
h;Artificial Discrimination;52,0;272,0;ctr;ctr
h;Artificial Discrimination;52,0;273,0;ctr;ctr
h;Artificial Discrimination;52,0;274,0;str;ctr
h;Artificial Discrimination;52,0;275,0;ctr;str
h;Artificial Discrimination;52,0;276,0;ctr;ctr
h;Artificial Discrimination;52,0;277,0;ctr;str
h;Artificial Discrimination;52,0;278,0;str;ctr
h;Artificial Discrimination;52,0;279,0;str;str
h;Artificial Discrimination;52,0;280,0;str;ctr
h;Artificial Discrimination;52,0;281,0;ctr;ctr
h;Artificial Discrimination;52,0;282,0;str;ctr
h;Artificial Discrimination;52,0;283,0;str;ctr
h;Artificial Discrimination;52,0;284,0;ctr;ctr
h;Artificial Discrimination;52,0;285,0;ctr;str
h;Artificial Discrimination;52,0;286,0;str;ctr
h;Artificial Discrimination;52,0;287,0;ctr;str
h;Artificial Discrimination;52,0;288,0;ctr;str
h;Artificial Discrimination;52,0;289,0;str;ctr
h;Artificial Discrimination;52,0;290,0;str;ctr
h;Artificial Discrimination;52,0;291,0;str;ctr
h;Artificial Discrimination;52,0;292,0;str;str
h;Artificial Discrimination;52,0;302,0;ctr;ctr
h;Artificial Discrimination;52,0;303,0;ctr;str
h;Artificial Discrimination;52,0;304,0;str;ctr
h;Artificial Discrimination;52,0;306,0;ctr;str
h;Artificial Discrimination;52,0;307,0;ctr;ctr
h;Artificial Discrimination;52,0;308,0;str;str
h;Artificial Discrimination;52,0;309,0;str;ctr
h;Artificial Discrimination;52,0;310,0;str;str
h;Artificial Discrimination;52,0;311,0;str;ctr
h;Artificial Discrimination;52,0;312,0;str;ctr
h;Artificial Discrimination;52,0;313,0;ctr;ctr
h;Artificial Discrimination;52,0;314,0;ctr;str
h;Artificial Discrimination;52,0;315,0;str;str
h;Artificial Discrimination;52,0;316,0;ctr;ctr
h;Artificial Discrimination;52,0;317,0;ctr;str
h;Artificial Discrimination;52,0;318,0;str;ctr
h;Artificial Discrimination;52,0;319,0;ctr;ctr
h;Artificial Discrimination;52,0;320,0;str;ctr
h;Artificial Discrimination;52,0;321,0;ctr;str
h;Artificial Discrimination;52,0;322,0;str;str
h;Artificial Discrimination;52,0;323,0;ctr;str
h;Artificial Discrimination;52,0;324,0;ctr;ctr
h;Artificial Discrimination;52,0;325,0;str;str
h;Artificial Discrimination;52,0;326,0;str;str
h;Artificial Discrimination;52,0;327,0;str;str
h;Artificial Discrimination;52,0;328,0;ctr;str
h;Artificial Discrimination;52,0;329,0;ctr;ctr
h;Artificial Discrimination;52,0;330,0;str;ctr
h;Artificial Discrimination;52,0;332,0;ctr;str
h;Artificial Discrimination;52,0;333,0;ctr;str
h;Artificial Discrimination;52,0;334,0;ctr;str
h;Artificial Discrimination;52,0;335,0;str;str
h;Artificial Discrimination;52,0;336,0;str;ctr
h;Artificial Discrimination;52,0;337,0;ctr;ctr
h;Artificial Discrimination;52,0;338,0;ctr;str
h;Artificial Discrimination;52,0;339,0;ctr;ctr
h;Artificial Discrimination;52,0;340,0;str;ctr
h;Artificial Discrimination;52,0;341,0;ctr;str
h;Artificial Discrimination;52,0;342,0;str;str
h;Artificial Discrimination;52,0;343,0;ctr;str
h;Artificial Discrimination;52,0;344,0;ctr;str
h;Artificial Discrimination;52,0;345,0;ctr;ctr
h;Artificial Discrimination;52,0;346,0;str;ctr
h;Artificial Discrimination;52,0;347,0;str;ctr
h;Artificial Discrimination;52,0;348,0;ctr;ctr
